title,composer,style,key,transpose,comp_style,bpm,repeats,time_signature,chords
Abide With Me,"Monk, Lyte 1861",Hymn,Eb,,Jazz-Medium Swing,100,3,"(4, 4)","['Eb', 'Bb7', 'Eb', 'Ab', 'Bb7', 'Eb', 'Eb', 'Ab', 'Ab', 'Eb', 'F-7', 'F7', 'Bb7', 'Eb', 'Bb7', 'Eb', 'Ab', 'C7', 'F-', 'Bb7', 'Eb', 'Ab', 'Eb', 'Bb7', 'Eb']"
Ablution,Tristano Lennie,Medium Swing,Ab,,Jazz-Medium Up Swing 2,160,3,"(4, 4)","['F-7', 'Bb-7', 'Eb7', 'Ab^7', 'Db6', 'G7', 'C^7', 'C^7#11', 'C-7', 'F-7', 'Bb7', 'Eb7', 'Ab^7', 'D7', 'G^7#11', 'G^7#11', 'A-7', 'D7b9', 'G^7', 'G^7', 'F#-7', 'B7#9', 'E^7', 'C7#5', 'F-7', 'Bb-7', 'Eb7', 'Ab^7', 'Db^7', 'Gb7', 'C-7', 'Bo7', 'Bb-7', 'A^7', 'Ab6', 'C7b9']"
Ac-Cent-Tchu-Ate The Positive,Arlen Harold,Medium Swing,F,,0,0,,"(4, 4)","['F^7', 'F+', 'F6', 'F^7', 'G-7', 'C7', 'F^7', 'F+', 'F6', 'F^7', 'G-7', 'C7', 'F6', 'C7', 'F^7', 'F+', 'F6', 'F^7', 'G-7', 'C7', 'F^7', 'F+', 'F6', 'F^7', 'G-7', 'C7', 'F6', 'C7', 'F6', 'F7', 'Bb^7', 'G-7', 'C7', 'F6', 'C7', 'F6', 'D7b9', 'G7#5', 'C7', 'F^7', 'F+', 'F6', 'F^7', 'G-7', 'C7', 'F^7', 'F+', 'F6', 'F^7', 'G-7', 'C7', 'F6', 'C7']"
Ace In The Hole,"George Mitchell, James Dempsey, 1909",Medium Swing,F,,Jazz-Medium Swing,100,3,"(4, 4)","['F', 'Db7', 'F', 'Db7', 'F', 'D7', 'G-', 'D7', 'G-', 'G-', 'D7', 'G-', 'G-', 'D7', 'G-', 'G7', 'G7', 'C7', 'C7', 'F', 'Db7', 'F', 'Db7', 'F', 'D7', 'G-', 'D7', 'G-', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'C7', 'C7', 'F', 'F7', 'Bb', 'G7', 'C7', 'C7', 'F', 'C7', 'F', 'F7', 'Bb', 'G7', 'C7', 'C7', 'F', 'F', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'C7', 'C7', 'F', 'F7', 'Bb', 'G7', 'C7', 'C7', 'F', 'F']"
Across The Alley From The Alamo,Greene Joe,Medium Swing,F,,0,0,,"(4, 4)","['F^7', 'F^7', 'F^7', 'F^7', 'C7', 'C7', 'G-7', 'C7', 'F^7', 'F^7', 'F^7', 'F^7', 'F^7', 'C7', 'C7', 'G-7', 'C7', 'F^7', 'Bb^7', 'F^7', 'Bb^7', 'Bb-7', 'F^7', 'A7', 'D-7', 'G7', 'G7', 'C7', 'F^7', 'F^7', 'F^7', 'F^7', 'C7', 'C7', 'G-7', 'C7', 'F^7']"
Adam's Apple,Shorter Wayne,Even 8ths,Ab,,0,0,,"(4, 4)","['Ab7', 'Ab7', 'Ab7', 'Ab7', 'Ab7', 'Ab7', 'Ab7', 'Ab7', 'Gb7', 'Gb7', 'Gb7', 'Gb7', 'Ab7', 'Ab7', 'Ab7', 'Ab7', 'Ab-7', 'Db7', 'Bb-7', 'Eb7#9', 'Ab7', 'Ab7', 'Ab7', 'Ab7']"
Affirmation,Feliciano José,Funk,B-,,0,0,,"(4, 4)","['E-9', 'E-9', 'B-7', 'B-7', 'E-9', 'E-9', 'B-9', 'B-9', 'B-9', 'A-7', 'D7', 'G^7', 'G^7', 'E9', 'E9', 'A7sus', 'A7sus', 'E-9', 'E-9', 'B-7', 'B-7', 'E-9', 'E-9', 'B-9', 'B-9', 'B-9', 'A-7', 'D7', 'G^7', 'C9', 'F#-7', 'F9', 'E-7', 'Eb9', 'D^7', 'D^7', 'Bb^7', 'Bb^7', 'Bb^7', 'Bb^7', 'Bb^7', 'Bb^7', 'A7sus', 'A7sus', 'E-9', 'E-9', 'B-7', 'B-7', 'E-9', 'E-9', 'B-9', 'B-9', 'B-7/D', 'B-7/D', 'B-7/D', 'B-7/D']"
Affirmation - alt.version,Feliciano Jose,Medium Funk,D,,0,0,,"(4, 4)","['E-9', 'E-9', 'B-7', 'B-7', 'E-9', 'E-9', 'B-7', 'B-7', 'B-7', 'A-7', 'D7', 'G^9', 'G^9', 'E9', 'E9', 'A9sus', 'A9sus', 'E-9', 'E-9', 'B-7', 'B-7', 'E-9', 'E-9', 'B-7', 'B-7', 'B-7', 'A-7', 'D7', 'G^9', 'C9', 'F#-7', 'F9', 'E-9', 'Eb9', 'D^7', 'D^7', 'Bb^7', 'Bb^7', 'Bb^7', 'Bb^7', 'Bb^7', 'Bb^7', 'A9sus', 'A9sus', 'E-9', 'E-9', 'B-7', 'B-7', 'E-9', 'E-9', 'B-7', 'B-7', 'B-7', 'B-7', 'B-7', 'B-7']"
"African Queen, The",Silver Horace,Latin,C-,,0,0,,"(4, 4)","['C-9', 'Db9', 'C-9', 'Db9', 'C-9', 'Db9', 'C-9', 'Db9', 'C-9', 'Db9', 'C-9', 'Db9', 'C-9', 'Db9', 'C-9', 'Db9', 'C-9', 'Db9', 'C-9', 'Db9', 'C-9', 'Db9', 'C-9', 'Db9', 'C-9', 'Db9', 'Ab7', 'G7', 'C-9', 'Db9', 'C-9', 'Db9', 'C-9', 'Db9', 'C-9', 'Db9']"
Afro Blue,Santamaria Mongo,Waltz,F-,,0,0,,"(3, 4)","['F-7', 'G-7', 'Ab^7', 'G-7', 'F-7', 'F-7', 'G-7', 'Ab^7', 'G-7', 'F-7', 'Eb', 'Eb', 'Db', 'Eb', 'F-7', 'Eb', 'Eb', 'Db', 'Eb', 'F-7']"
Afro Centric,Henderson Joe,Up Tempo Swing,Db,,0,0,,"(4, 4)","['Db^7#11', 'Db^7#11', 'Db^7#11', 'Db^7#11', 'C-7', 'C-7', 'C-7', 'C-7', 'Db^7#11', 'Db^7#11', 'Db^7#11', 'Db^7#11', 'Ab^7#11', 'Ab^7#11', 'Ab^7#11', 'Ab^7#11', 'Gb^7#11', 'Gb^7#11', 'Gb^7#11', 'Gb^7#11', 'F-7', 'Gb^7#11', 'F-7', 'Gb^7#11', 'Gh7', 'C^7#11']"
After The Ball Is Over,Charles K Harris 1892,Medium Swing,F,,Jazz-Medium Swing,100,3,"(3, 4)","['F', 'Bb', 'F', 'F', 'F', 'F', 'C7', 'C7', 'G-', 'G-', 'D7', 'G-', 'C7', 'C7', 'F', 'F', 'F', 'Bb', 'F', 'F', 'D7', 'D7', 'G7', 'G7', 'C7', 'C7', 'F', 'D7', 'G7', 'C7', 'F', 'F']"
After You,Porter Cole,Ballad,C,,0,0,,"(4, 4)","['C^7', 'G7b9', 'C^7', 'G7#5', 'C^7', 'E7#5', 'A-7', 'D7', 'D-7', 'G7b9', 'C^7', 'G7b9', 'C^7', 'G7#5', 'C^7', 'E7#5', 'A-7', 'D7', 'G^7', 'D7b9', 'G-7', 'C7', 'F^7', 'C7b9', 'F69', 'F-7', 'Bb9', 'D-7b5', 'G7b9', 'C^7', 'G7b9', 'C^7', 'A7', 'D-7', 'F-6', 'E-7', 'A-7', 'D7', 'G7', 'C69', 'C69']"
After You've Gone,Creamer Henry,Up Tempo Swing,Bb,,0,0,,"(4, 4)","['Eb^7', 'Eb^7', 'Eb-6', 'Ab7', 'Bb^7', 'Bb^7', 'D-7', 'G7', 'C7', 'C7', 'F7', 'F7', 'Bb6', 'Bb6', 'F-7', 'Bb7', 'Eb^7', 'Eb^7', 'Eb-6', 'Ab7', 'Bb^7', 'Bb^7', 'D-7', 'G7', 'C-7', 'G7', 'C-7', 'Eb-^7', 'Ab7', 'Bb^7', 'A-7', 'D7', 'G-7', 'G-7/F', 'Eo7', 'Bb6/F', 'G7', 'C-7', 'F7', 'Bb6', 'Bb6', 'F-7', 'Bb7']"
After You've Gone (Dixieland Tunes),"Layton, Creamer  1918",Medium Swing,Bb,,Jazz-Medium Swing,100,3,"(4, 4)","['Bb', 'C7', 'F7', 'Bb', 'C7', 'F7', 'D7', 'G-', 'C7', 'F7', 'Bb', 'C7', 'F7', 'D7', 'G-', 'Eb', 'Eo', 'Bb', 'G7', 'C7', 'F7', 'Bb', 'Bb7', 'Eb', 'Eb', 'Eb-', 'Eb-', 'Bb', 'Bb', 'G7', 'G7', 'C7', 'C7', 'F7', 'F7', 'Bb', 'Eb', 'Eb', 'Eb-', 'Eb-', 'Bb', 'Bb', 'G7', 'G7', 'C-', 'G7', 'C-', 'Eb-', 'Bb', 'D7', 'G-', 'C7', 'Bb', 'Bb', 'F7', 'F7', 'Bb', 'Eb', 'Bb', 'Bb7']"
Afternoon In Paris,Lewis John,Medium Swing,C,,0,0,,"(4, 4)","['C^7', 'C-7', 'F7', 'Bb^7', 'Bb-7', 'Eb7', 'Ab^7', 'D-7', 'G7#9', 'C^7', 'D-7', 'G7', 'C^7', 'C-7', 'F7', 'Bb^7', 'Bb-7', 'Eb7', 'Ab^7', 'D-7', 'G7#9', 'C^7', 'C^7', 'D-7', 'G7', 'C^7/E', 'A7', 'D-7', 'G7', 'C^7', 'D-7', 'G7', 'C^7', 'C-7', 'F7', 'Bb^7', 'Bb-7', 'Eb7', 'Ab^7', 'D-7', 'G7#9', 'C^7', 'D-7', 'G7']"
Again,Newman Lionel,Ballad,G,,0,0,,"(4, 4)","['G^7', 'E-7', 'A-7', 'D7', 'B-7', 'E7', 'A-7', 'D7', 'B-7', 'E7b9', 'Ah7', 'D7b9', 'B7#5', 'E7b9', 'A-7', 'D7', 'G^7', 'E-7', 'A-7', 'D7', 'B-7', 'E7', 'A-7', 'D7', 'B-7', 'E7b9', 'Ah7', 'D7b9', 'G^7', 'D-7', 'G7', 'C^7', 'F9sus', 'G6', 'G^7', 'D-7', 'G7', 'C^7', 'F9sus', 'B-7', 'E7b9', 'A-7', 'D7', 'G^7', 'E-7', 'A-7', 'D7', 'B-7', 'E7', 'A-7', 'D7', 'B-7', 'E7b9', 'Ah7', 'D7b9#5', 'G^7', 'G^7']"
Aged And Mellow Blues,"Johnny Otis, Preston Love 1952",Medium Swing,Eb,,Jazz-Medium Swing,100,3,"(4, 4)","['Eb', 'G7', 'C-', 'Ab-', 'Eb', 'C7', 'F7', 'Bb7', 'Eb']"
Agua De Beber,Jobim Antonio-Carlos,Bossa Nova,D-,,0,0,,"(4, 4)","['D-7', 'E7#9', 'A7b13', 'D-7', 'E7#9', 'A7b13', 'D-7', 'Bb^7', 'D-7', 'D-7', 'D-7', 'E7#9', 'A7b13', 'D-7', 'E7#9', 'A7b13', 'D-7', 'Bb^7', 'D-7', 'D-7', 'E7b9', 'A7', 'D-7', 'G7', 'G-7', 'C7', 'F^7', 'F^7', 'E7', 'Eb7', 'D-7', 'Dbo7', 'F7/C', 'E7#9/B', 'E7b9', 'A7sus', 'D-7', 'D7b9', 'G7', 'G-7', 'D-7', 'D7b9', 'G7', 'G-7', 'D-7', 'A7b13', 'D-7', 'E7#9', 'A7b13', 'D-7', 'E7#9', 'A7b13', 'D-7', 'Bb^7', 'D-7', 'D-7']"
Ahmid-6,Metheny Pat,Even 8ths,C,,0,0,,"(4, 4)","['D-7', 'C#-7', 'D-7', 'C#-7', 'E-7', 'A7', 'G', 'F', 'E-', 'D-7', 'C^7', 'B7', 'Bb^7#11', 'Ah7', 'D7b9', 'F#h7', 'B7b9', 'Eh7', 'A7b9', 'D-7', 'E-7', 'F-7', 'Bb7', 'Eb9sus', 'Eb9sus', 'Ab^9', 'Ab^9', 'Ab7sus', 'Ab7sus', 'Db^13', 'Db^13', 'Dh7', 'G7b9', 'C-7', 'F7', 'F-7', 'Bb7', 'Gh7', 'C7#9', 'F-7', 'F#-7', 'G-7', 'C-7', 'F#-7', 'B7', 'E-7', 'A7sus', 'A7sus', 'A7sus', 'A7sus', 'D-7', 'C#-7', 'D-7', 'C#-7', 'F#-7', 'B7', 'E-7', 'A7', 'A-7', 'A-7', 'A-7', 'D7', 'G^7', 'Bb7', 'Eb^7', 'B7', 'E^7', 'G7', 'C^7', 'Ab7', 'Db^7', 'E7', 'A^7', 'C7', 'F^7', 'F^7', 'E-7', 'E-7', 'F^7', 'F^7', 'E-7', 'E-7']"
Ain't Misbehavin',Waller Fats,Medium Swing,C,,0,0,,"(4, 4)","['C6', 'A7', 'D-7', 'G7', 'C6', 'C7/E', 'F6', 'F-6', 'C6/E', 'A7', 'D-7', 'G7', 'E7', 'A7', 'D7', 'G7', 'C6', 'A7', 'D-7', 'G7', 'C6', 'C7/E', 'F6', 'F-6', 'C6/E', 'A7', 'D-7', 'G7', 'C6', 'F-6', 'C6', 'E7', 'A-', 'F7', 'D7', 'A7', 'G6', 'E7', 'A-7', 'D7', 'G6', 'A7', 'D7', 'G7', 'C6', 'A7', 'D-7', 'G7', 'C6', 'C7/E', 'F6', 'F-6', 'C6/E', 'A7', 'D-7', 'G7', 'C6', 'A-7', 'D-7', 'G7']"
Ain't Misbehavin' (Dixieland Tunes),"Fats Waller, Harry Brooks (1929)",Medium Swing,Eb,,Jazz-Medium Swing,100,3,"(4, 4)","['Eb', 'Eo', 'F-7', 'Bb+/F#', 'Eb/G', 'Eb7', 'Ab', 'Ab-', 'Eb', 'C7', 'F-7', 'Bb7', 'G7', 'C7', 'F7', 'Bb+', 'Eb', 'Eo', 'F-7', 'Bb+/F#', 'Eb/G', 'Eb7', 'Ab', 'Ab-', 'Eb', 'C7', 'F-7', 'Bb7', 'Eb', 'Ab7', 'Eb', 'G7', 'C-', 'Ab7', 'C-', 'C7', 'Bb', 'G7', 'C-7', 'F7', 'Bb7', 'C7', 'F7', 'Bb7', 'Eb', 'Eo', 'F-7', 'Bb+/F#', 'Eb/G', 'Eb7', 'Ab', 'Ab-', 'Eb', 'C7', 'F-7', 'Bb7', 'Eb', 'Ab7', 'Eb', 'Bb+']"
Ain't She Sweet,Ager Milton,Medium Up Swing,Eb,,0,0,,"(4, 4)","['Eb6', 'A9', 'Bb7', 'Eb6', 'A9', 'Bb7', 'Eb6', 'G7', 'C7', 'F7', 'Bb7', 'Eb6', 'Bb7', 'Eb6', 'A9', 'Bb7', 'Eb6', 'A9', 'Bb7', 'Eb6', 'G7', 'C7', 'F7', 'Bb7', 'Eb7', 'Ab7', 'Ab7', 'Eb6', 'Eb7', 'Ab7', 'Ab7', 'Eb6', 'F-7', 'Bb7', 'Eb6', 'A9', 'Bb7', 'Eb6', 'A9', 'Bb7', 'Eb', 'G7', 'C7', 'F7', 'Bb7', 'Eb', 'Ab7', 'Eb']"
Ain't She Sweet (Dixieland Tunes),"Milton Ager, Jack Yellen (1927)",Medium Up Swing,Eb,,Jazz-Medium Swing,100,3,"(4, 4)","['Eb6', 'B7', 'Bb7', 'Eb6', 'B7', 'Bb7', 'C7', 'F7', 'Bb7', 'Eb6', 'Bb7', 'Eb6', 'B7', 'Bb7', 'Eb6', 'B7', 'Bb7', 'C7', 'F7', 'Bb7', 'Eb', 'Eb7', 'Ab', 'Ab', 'Eb', 'Eb7', 'Ab', 'Ab', 'Eb', 'F7', 'Bb7', 'Eb6', 'B7', 'Bb7', 'Eb6', 'B7', 'Bb7', 'C7', 'F7', 'Bb7', 'Eb']"
Ain't That A Grand And Glorious Feeling?,"Milton Ager, Jack Yellen (1927)",Medium Swing,Ab,,Jazz-Medium Swing,100,3,"(4, 4)","['Ab', 'Ab', 'Ab7', 'Db', 'Db', 'Ab', 'F7', 'Bb7', 'Eb7', 'Ab', 'Ab', 'Ab7', 'Db', 'Db', 'Ab', 'Ab', 'F7', 'Bb7', 'Eb7', 'Ab', 'C7', 'C7', 'F7', 'F7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Ab', 'Ab', 'Ab7', 'Db', 'Db', 'Ab', 'Ab', 'F7', 'Bb7', 'Eb7', 'Ab']"
Airegin,Rollins Sonny,Up Tempo Swing,F-,,0,0,,"(4, 4)","['F-', 'C7#9b5', 'F-', 'F7b9', 'Bb-', 'F7#9b5', 'Bb-', 'Bb-', 'Db^7', 'D-7', 'G7', 'C^7', 'C#-7', 'F#7', 'B^7', 'C-7', 'F7', 'Bb^7', 'Bb^7', 'Bb-7', 'Eb7', 'Ab^7', 'Gh7', 'C7b9', 'F-', 'C7#9b5', 'F-', 'F7b9', 'Bb-', 'F7#9b5', 'Bb-', 'Bb-', 'Db^7', 'D-7', 'G7', 'Ch7', 'F7', 'Bb-7', 'Eb7', 'Ab^7', 'Gh7', 'C7b9']"
Airmail Special,Christian Charlie,Medium Up Swing,C,,0,0,,"(4, 4)","['C6', 'C6', 'C6', 'C6', 'C6', 'C6', 'Co7', 'C6', 'Co7', 'Bbo7', 'Ab7', 'G7', 'C', 'C/E', 'F', 'G', 'C', 'C/E', 'F', 'G', 'C', 'C7', 'F', 'F#o7', 'C/G', 'C', 'C', 'C/E', 'F', 'G', 'C', 'C/E', 'F', 'G', 'C', 'C7', 'F', 'F#o7', 'C/G', 'C', 'Co7', 'Co7', 'Co7', 'Co7', 'Bbo7', 'Ab7', 'G7']"
Aisha,Tyner McCoy,Ballad,A-,,0,0,,"(4, 4)","['A-9', 'G-9', 'A-9', 'F-9', 'F-7', 'Bb7', 'G-7', 'C7', 'A-7', 'D7b9', 'G7', 'C7', 'F-', 'E7', 'A-9', 'G-9', 'A-9', 'F-9', 'F-7', 'Bb7', 'G-7', 'C7', 'A-7', 'D7b9', 'G-7', 'C7', 'B-7', 'E7', 'A^7', 'D7#11', 'A^7', 'D7#11', 'Db^7', 'Gb7#11', 'Db^7', 'Gb7#11', 'B^7', 'E7#11', 'B^7', 'E7#11', 'Eb^7', 'Gb^7', 'A^7', 'B-7', 'E7', 'A-9', 'G-9', 'A-9', 'F-9', 'F-7', 'Bb7', 'G-7', 'C7', 'A-7', 'D7b9', 'G7', 'C7', 'F-', 'E7', 'A-9', 'G-9', 'A-9', 'F-9', 'F-7', 'Bb7', 'G-7', 'C7', 'A-7', 'D7b9', 'G7', 'C7', 'F-', 'E7', 'A-9', 'G-9', 'A-9', 'F-9', 'F-7', 'Bb7', 'G-7', 'C7', 'A-7', 'D7b9', 'G-7', 'C7', 'B-7', 'E7', 'A^7', 'D7#11', 'A^7', 'D7#11', 'Db^7', 'Gb7#11', 'Db^7', 'Gb7#11', 'B^7', 'E7#11', 'B^7', 'E7#11', 'Eb^7', 'Gb^7', 'A^7', 'B-7', 'E7', 'A-9', 'G-9', 'A-9', 'F-9', 'F-7', 'Bb7', 'G-7', 'C7', 'A-7', 'D7b9', 'G-7', 'C7', 'F-7', 'Bb7', 'Eb-7', 'Ab7', 'Gb13']"
"Alabama Jubilee, The","George Linus Cobb, Jack Yellen 1915",Medium Swing,Bb,,Jazz-Medium Swing,100,3,"(4, 4)","['G7', 'G7', 'G7', 'G7', 'C7', 'C7', 'C7', 'C7', 'F7', 'F7', 'F7', 'F7', 'Bb', 'Bb', 'Bb', 'Bb', 'G7', 'G7', 'G7', 'G7', 'C-', 'C-', 'Eb', 'G7', 'C-', 'Ebo', 'Bb', 'D7', 'Eb', 'Bb', 'C7', 'F7', 'Bb', 'Bb', 'Bb', 'Bb', 'Gb7', 'Gb7', 'Bb', 'G-', 'C-7', 'F7', 'Bb', 'F7', 'Bb', 'Bb', 'G-', 'G-', 'C7', 'C7', 'F', 'Eb', 'D-', 'F7', 'Bb', 'Bb', 'Gb7', 'Gb7', 'Bb', 'G-', 'C-7', 'F7', 'Bb', 'Bb', 'C7', 'C7', 'F', 'F', 'Gbo', 'C7', 'C7', 'F7', 'F7']"
Alabamy Bound,"De Sylva, Green, Henderson (1924)",Medium Swing,Bb,,Jazz-Medium Swing,100,3,"(4, 4)","['Eb9', 'Eb9', 'Eb9', 'Eb9', 'C7', 'C7', 'C7', 'C7', 'F7', 'F7', 'G-', 'G-', 'C7', 'C7', 'F7', 'Fo', 'F7', 'F7', 'Eb9', 'Eb9', 'Eb9', 'Eb9', 'C7', 'C7', 'C7', 'C7', 'Bb', 'F-', 'G7', 'G7', 'C7', 'C7', 'F7', 'F7', 'Bb', 'Bb']"
Alexander's Ragtime Band,Berlin Irving,Medium Swing,F,,0,0,,"(4, 4)","['F^7', 'F^7', 'G7', 'C7', 'F^7', 'Bb^7', 'Bb^7', 'Bb^7', 'Bb^7', 'F^7', 'F^7', 'F^7', 'F^7', 'G7', 'G7', 'C7', 'G-7', 'C7', 'F^7', 'F^7', 'G7', 'C7', 'F^7', 'Bb^7', 'Bb^7', 'Bb^7', 'Bb^7', 'F^7', 'F7', 'Bb^7', 'Bo7', 'F^7', 'F^7', 'C7', 'F^7']"
Alexander's Ragtime Band (Dixieland Tunes),Irving Berlin 1911,Medium Swing,F,,Jazz-Medium Swing,100,3,"(4, 4)","['C', 'C', 'F', 'G7', 'C', 'C', 'D7', 'G7', 'C', 'C', 'F', 'G7', 'C', 'C7', 'F', 'F-', 'C', 'G7', 'C', 'F', 'F', 'G-7', 'C7', 'F', 'F7', 'Bb', 'Bb', 'Bb', 'Bb', 'F', 'F', 'F', 'F', 'Fo', 'C', 'G7', 'C7', 'C7', 'F', 'F', 'G-7', 'C7', 'F', 'F7', 'Bb', 'Bb', 'Bb', 'Bb', 'F', 'F7', 'Bb', 'Bbo', 'F', 'D-7', 'G7', 'C7', 'F']"
Alfie,Bacharach Burt,Ballad,Bb,,0,0,,"(4, 4)","['Bb^7', 'F7sus', 'Bb^7', 'D-7', 'G7', 'C-7', 'D-7', 'G-7', 'C-7', 'F7sus', 'Bbo7', 'F7sus', 'F7', 'F7#5', 'Bb^7', 'F7sus', 'Bb^7', 'D-7', 'G7', 'C-7', 'D-7', 'G-7', 'C-7', 'F7sus', 'Bbo7', 'A-7', 'Bb-/C', 'C7', 'A-7', 'C7sus', 'A-7', 'Bb-/C', 'C7', 'F7sus', 'F6', 'F7', 'Bb^7', 'F7sus', 'Eh7', 'Eb7', 'D-7', 'G-7', 'Eh7', 'Eb7', 'D-7', 'G-7', 'C7#11', 'C-7', 'F7sus', 'Bbo7', 'F7sus', 'Bo7', 'C-9', 'Bo7', 'Bb^7']"
Alfie's Theme,Rollins Sonny,Medium Swing,Bb-,,0,0,,"(4, 4)","['Bb-7', 'Bb-7/Ab', 'Gh7', 'Gb^7', 'Bb-7/F', 'Gh7', 'Ch7', 'F7b9', 'Bb-7', 'Bb-7/Ab', 'Gh7', 'Gb^7', 'Bb-7/F', 'Gh7', 'Ch', 'F7', 'Bb-7', 'Bb-7', 'Bb-7/Ab', 'Gh7', 'Gb^7', 'Bb-7/F', 'Gh7', 'Ch7', 'F7b9', 'Bb-7', 'Bb-7/Ab', 'Gh7', 'Gb^7', 'Bb-7/F', 'Gh7', 'Ch', 'F7', 'Bb-7', 'Bb-7', 'Ab7', 'Gb7', 'F7b9', 'Bb-7', 'Ab7', 'Gb7', 'F7b9', 'Bb-7', 'Ab7', 'Gb7', 'F7b9', 'Bb-7', 'Ab7', 'Gb7', 'F7b9', 'Bb-7', 'Bb-7/Ab', 'Gh7', 'Gb^7', 'Bb-7/F', 'Gh7', 'Ch7', 'F7b9', 'Bb-7', 'Bb-7/Ab', 'Gh7', 'Gb^7', 'Bb-7/F', 'Gh7', 'Ch', 'F7', 'Bb-7']"
Algiers Strut,Kid Thomas Valentine 1946,Medium Swing,C,,Jazz-Medium Swing,100,3,"(4, 4)","['F', 'F', 'C7', 'C7', 'C7', 'C7', 'F', 'F7', 'Bb', 'Bb-', 'F', 'D7', 'G7', 'G7', 'C7', 'C7', 'F', 'F', 'C7', 'C7', 'C7', 'C7', 'F', 'F7', 'Bb', 'Bb-', 'F', 'D7', 'G7', 'G7', 'C7', 'F']"
Alice Blue Gown,"Tierney, McCarthy 1919",Medium Swing,C,,Jazz-Medium Swing,140,3,"(4, 4)","['C', 'G+', 'A7', 'A7', 'D7', 'D7', 'D7', 'D7', 'G7', 'G7', 'C', 'A7', 'D7', 'D7', 'G7', 'G7', 'C', 'G+', 'A7', 'A7', 'D-', 'G7', 'E7', 'E7', 'D-', 'D-', 'C', 'A7', 'D-', 'G7', 'C', 'C']"
Alice In Wonderland,Fain Sammy,Waltz,C,,0,0,,"(3, 4)","['D-7', 'G7', 'C^7', 'F^7', 'Bh7', 'E7b9', 'A-7', 'Eb7#11', 'D-7', 'G7', 'E-7', 'A-7', 'D-7', 'G7', 'E-7', 'A7', 'D-7', 'G7', 'C^7', 'F^7', 'Bh7', 'E7b9', 'A-7', 'Eb7#11', 'D-7', 'G7', 'E-7', 'A-7', 'D-7', 'G7', 'C^7', 'C^7', 'D7', 'G7', 'E-7', 'A-7', 'D-7', 'G7', 'C^7', 'F^7', 'F#h7', 'B7b9', 'E-7', 'A7', 'D-7', 'A7', 'D-7', 'G7']"
All About Ronnie,Greene Joe,Ballad,Bb,,0,0,,"(4, 4)","['Eb7#11', 'Eb7#11', 'Bb6', 'F9sus', 'Bb6', 'C-9', 'F9sus', 'F7b9', 'Bb6', 'F9sus', 'Bb6', 'Eb^9', 'Dh7', 'G7b9', 'C-7', 'G7b13', 'C-7', 'Eh7', 'A7b9', 'C-7', 'F9sus', 'Eb7#11', 'Eb7#11', 'Bb6', 'F9sus', 'Bb6', 'C-9', 'F9sus', 'F7b9', 'Ah7', 'D7b13', 'Eb^7', 'Ab7', 'Bb6', 'G7b9', 'C7b13', 'F7b13', 'Bb6', 'C7#11', 'F9sus']"
All Alone,Berlin Irving,Waltz,F,,0,0,,"(3, 4)","['F', 'F/C', 'C7', 'C7', 'F', 'C7#5', 'F^7', 'F6', 'Eh7', 'A7b9', 'D-7', 'G7', 'A', 'E7', 'A', 'G-7', 'C7', 'C-7', 'F7', 'Bb', 'Bb', 'G7', 'G7', 'C7', 'C7#5', 'F', 'C-7', 'F7', 'Bb^7', 'Eb7', 'F/C', 'C7', 'F', 'G-7', 'C7']"
All Alone By The Telephone,Irving Berlin 1924,Medium Swing,Eb,,Jazz-Medium Swing,100,3,"(4, 4)","['Eb', 'Eb', 'Bb7', 'Bb7', 'Eb', 'Bb+', 'Eb', 'Eb', 'Bb7', 'G7', 'C-', 'C-', 'G', 'D7', 'G-', 'Bb7', 'Eb7', 'Eb7', 'Ab', 'Ab', 'F7', 'F7', 'Bb7', 'Bb7', 'Eb', 'Eb7', 'Ab', 'Ab-', 'Eb', 'Bb7', 'Eb', 'Eb']"
All Blues,Davis Miles,Waltz,G,,0,0,,"(3, 4)","['G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'C7/G', 'C7/G', 'C7/G', 'C7/G', 'G7', 'G7', 'G7', 'G7', 'D7#9', 'D7#9', 'Eb7#9', 'D7#9', 'G7', 'G7', 'G7', 'G7']"
All By Myself,Berlin Irving,Medium Swing,C,,0,0,,"(4, 4)","['C^7', 'C6', 'D7', 'A-7', 'D7', 'G7', 'D-7', 'G7', 'E-7', 'A7', 'D-7', 'G7', 'C^7', 'C6', 'F#-11', 'B7', 'E7', 'A-7', 'Ah7/Eb', 'D7', 'D-7', 'Dh7/Ab', 'G7', 'C^7', 'C6', 'D7', 'A-7', 'D7', 'G7', 'D-7', 'G7', 'E7', 'E7#5', 'E7', 'F^7', 'F#o7', 'C^7', 'B7#5', 'Eh7/Bb', 'A7', 'A-11', 'D7', 'D-7', 'G9', 'C6', 'A-7', 'D-7', 'G7']"
